ID,Tên,Thông tin mô tả,Tính năng nổi bật,Tính năng khác,Kiểu dáng,Màu bên ngoài,Chiều dài(mm),Chiều dài cơ sở(mm),Chiều rộng(mm),khoảng sáng gầm(mm),Số chỗ ngồi,Trọng lượng bản thân (kg),Trọng lượng toàn tải,Dung tích khoang hành lý (lít),Dung tích khoang hành lý khi gặp ghế sau (lít),Công suất tốt đa,Tốc độ tối đa,0-100,Tầm hoạt động,Dung lượng pin,Chi phí sạc đầy,Chi phí hàng tháng,Sạc chậm (giờ),Sạc tiêu chuẩn (giờ),Sạc treo tường
100000260,VinFast VF3 2024 thuê pin cũ ,"VinFast VF3 thuê pin-– Màu hồng tím, sx 2024-– Odo 1v km-– Xe lên full 30 triệu phụ kiện: film xịn, ghế da Napa full 4 ghế mềm như e bé, thảm sàn 6D, cam hành trình, đăng kiểm, phí đường bộ đóng full 3 năm, ốp lazang, …v.v-– Miễn phí sạc xe đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Khác,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000271,VinFast VF8 2024 cũ ,"VF8 Plus màu Xanh bồ đội-sx 2024 mua đứt pin-odo 1,2v km giá 9xx-✅ Xem xe tại Hà Nội , xe full lịch sử hãng, sẵn hồ sơ cầm tay.-✅ Cam kết chất lượng , xe không đâm va , tai nạn, ngập nước.-✅ Hỗ trợ trả góp 70% hồ sơ nhanh gọn.",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,4750,2950,1934,179,5,2540,2990,376,1373,402.0 hp,200 km/h,5.5 giây,400.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000274,VinFast VF9 Plus 2025 lướt ,"Anh em nào đặt xe hãng mà không có giao thì alo em ngay nhé !!!--Vf9 2025 mua pin Catl mới 100% vào thẳng tên.--✅Tặng luôn cho anh em gói phụ kiện gồm phim phản xạ nhiệt Inmax , Thảm đúc , Cam HT ..--✅Giá vẫn rẻ hơn hãng kha khá cụ thể anh em alo.--Giá: 1.470",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000251,VinFast VF e34 2022 cũ – 24000 km,"VinFast VFe34, sx 2022, thuê pin tiên phong-– Màu trắng/đen-– Odo 2.4v km-– Xe đã dán phim, thảm sàn-– Miễn phí sạc đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,4300,2611,1793,180,5,1490,1815,290,,147.0 hp,130 km/h,12.0 giây,318.6 km,42.0 kWh,73000 VNĐ,384000 VNĐ,Sạc đầy khoảng 19.4 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 80% trong 18 phút
100000244,VinFast VF9 Plus 2024 mua pin CATL cũ – 12000 km,"VinFast VF9 Plus mua pin CATL, 7 ghế, trần thép-– Màu xanh/đen, sx 2024-– Odo 1.2v km-– Xe đã trang bị dán kính 3M hãng, thảm sàn 6D-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xanh lá,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000255,Vinfast VF3 Vàng Nóc Trắng 2024,VF3 vàng nóc trắng 2024-Thuê pin-Odo: 1463 km ( Như xe mới )-Giá: 240tr,Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Vàng,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
100000243,VinFast VF5 Plus 2024 mua pin cũ – 30000 km,"VinFast VF5 Plus mua pin-– Màu trắng/đen, sx 2024-– Odo 3v km-– Xe lên đèn bi, cụp gương tự động, phim cách nhiệt, thảm sàn-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000249,VinFast VF5 Plus 2025 mua pin cũ – 10000 km,"VinFast VF5 Plus mua pin-– Màu xám/đen, sx 2024-– Odo 1v km-– Xe đã lên ốp gầm bảo vệ pin, dán kính, trải sàn, đèn led cánh chim, cốp điện, gương chỉnh điện-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000245,BYD Seal Performance 2024 cũ ,BYD Seal perfomance-Xe lái thử nên còn như mới-Cam kết chất lượng-Xe đang còn bảo hiểm thân vỏ và đăng kiểm,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,Sedan,Trắng,4800,2920,1875,120,5,1920,,400,,308.0 hp,N/A,3.8 giây,520.0 km,82.5 kWh,145000 VNĐ,418000 VNĐ,Sạc đầy khoảng 37.5 giờ,Sạc đầy khoảng 12 giờ,Sạc đầy khoảng 30-80% trong 30 phút
100000253,VinFast VF8 Plus 2022 thuê pin tp cũ – 57000 km,"VinFast VF8 Plus, sx 2022, thuê pin tiên phong-– Màu đen/nâu-– Odo 5.7v km-– Miễn phí sạc đến tháng 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4750,2950,1934,179,5,2540,2990,376,1373,402.0 hp,200 km/h,5.5 giây,400.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000239,VinFast VF5 Plus 2023 cũ ,Bảng thuê pin tiên phong 1tr6/tháng.cam kết xe không đâm đụng hay ngập nước.xe đăng ký tháng 8 2023.,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000247,VinFast VF5 S 2024 mua pin lướt – 4000 km,"VinFast VF5 S mua pin-– Màu đỏ/đen, sx 2024-– Odo siêu lướt 4000 km-– Xe đã dán film, thảm sàn, bi led-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000248,VinFast VF8 Plus 2022 thuê pin cũ – 45000 km,"VinFast VF8 Plus, sx 2022, thuê pin tiên phong-– Màu đỏ/đen-– Odo 4.5v km-– Miễn phí sạc đến tháng 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 10 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,4750,2950,1934,179,5,2540,2990,376,1373,402.0 hp,200 km/h,5.5 giây,400.0 km,82.0 kWh,156000 VNĐ,585000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 24 phút
100000242,VinFast VF5 Plus 2023 mua pin cũ – 17000 km,"VinFast VF5 Plus mua pin-– Màu trắng/đen, sx 2023-– Odo 1.7v km-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000240,VinFast VF6 Plus 2024 cũ ,Xe đẹp keng-Không lỗi lầm-Anh em có nhu cầu alo,Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,4238,2730,1820,170,5,1550,1977,350,1275,201.0 hp,175 km/h,8.5 giây,381.0 km,59.6 kWh,104000 VNĐ,400000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 9 giờ,"Sạc đầy khoảng 70% trong 24,19 phút"
100000246,VinFast VF9 Plus 2023 thuê pin tp cũ – 13000 km,"VinFast VF9 Plus, 6 ghế, trần thép-– Màu xám/nâu, sx 2023-– Xe thuê pin tiên phong 3.1tr/tháng-– Odo 1.3v km-– Miễn phí sạc đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000241,VinFast VF5 Plus 2023 thuê pin cũ – 30000 km,"VinFast VF5 Plus mua pin-– Màu đỏ/đen, sx 2023-– Odo 3v km-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đỏ,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000256,VinFast VF5 Plus 2024 cũ ,"🌟 Hàng về hàng về.--🚘 VF5 plus 2024.--👉ODO 3 vạn tròn.--✅ Phụ kiện có Đèn bi, cụp gương tự động, phim cách nhiệt, Thảm sàn.--🏦 Ngân hàng hỗ trợ vay 70%.",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Trắng,3967,2513,1723,182,5,1360,1685,260,900,134.0 hp,130 km/h,12.0 giây,326.4 km,37.2 kWh,64000 VNĐ,320000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 30 phút
100000254,VinFast VF9 Plus 2023 mua pin SDI cũ – 20000 km,"VinFast VF9 Plus mua pin SDI, 6 chỗ, trần kính-– Màu xám/nâu, sx 2023-– Odo 2v km-– Miễn phí sạc đến 01/2028-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Xám,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000250,VinFast VF9 Plus 2023 thuê pin tp cũ – 64000 km,"VinFast VF9 Plus thuê pin tiên phong-– Màu bạc/đen, sx 2023-– Odo 6.4v km-– Xe thuê pin tiên phong 3.1tr/tháng đi không giới hạn km-– Miễn phí sạc đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Cửa sổ trời - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp - Khả năng siêu nạp - Khả năng tự lái hoàn toàn - Nội thất bảy chỗ,Âm thanh 13 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Cửa gió điều hoà hàng ghế thứ 2 - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí bên phía trước và sau - Túi khí rèm phía trước và sau - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Bạc,5118,3150,2254,197,7,2830,3306,,,402.0 hp,200 km/h,7.5 giây,480.0 km,92.0 kWh,161000 VNĐ,503000 VNĐ,Sạc đầy khoảng 8-10 giờ,Sạc đầy khoảng 4 giờ,Sạc đầy khoảng 70% dưới 26 phút
100000252,VinFast VF e34 2022 thuê pin tp cũ – 40000 km,"VinFast VFe34 sx 2022, thuê pin tiên phong-– Màu đen/đen-– Odo 4v km-– Miễn phí sạc đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Các cảm biến đỗ xe - Cảnh báo chệch làn đường - Cảnh báo điểm mù - Ghế da - Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Âm thanh 6 loa - Bluetooth - Camera 360 - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hệ thống camera sau - Hỗ trợ khởi hành ngang dốc - Kiểm soát hành trình - Kiểm soát lực kéo - Màn hình cảm ứng - Nội thất bằng da - Phân phối lực phanh điện tử - Túi khí: Hành khách phía sau - Túi khí: Hành khách phía trước - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Đen,4300,2611,1793,180,5,1490,1815,290,,147.0 hp,130 km/h,12.0 giây,318.6 km,42.0 kWh,73000 VNĐ,384000 VNĐ,Sạc đầy khoảng 19.4 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 80% trong 18 phút
100000221,VinFast VF3 2024 thuê pin lướt ,"VinFast VF3 thuê pin-– Màu hồng phấn, sx 2024-– Odo lướt 6000km-– Xe lên full 30 triệu phụ kiện: film xịn, ghế da Napa, bọc vô lăng, sàn 6D, đăng kiểm, phí đường bộ full 3 năm, ốp lazang, đã gia cố càng A, … và nhiều đồ chơi khác-– Miễn phí sạc xe đến 07/2027-– Cam kết k đâm đụng, ngập nước, bao check test thoải mái",Hỗ trợ lái - Hỗ trợ phanh khẩn cấp,Bluetooth - Cân bằng điện tử - Chống bó cứng phanh - Đài AM/FM - Đèn báo phanh khẩn cấp - Gạt nước kính - Hỗ trợ khởi hành ngang dốc - Kiểm soát lực kéo - Túi khí: Người lái xe - USB - Wifi,SUV/Crossover,Hồng,3190,2075,1679,191,5,857,1157,36,285,43.0 hp,100 km/h,19.3 giây,210.0 km,18.6 kWh,25000 VNĐ,384000 VNĐ,Sạc đầy khoảng 18 giờ,Sạc đầy khoảng 6 giờ,Sạc đầy khoảng 70% trong 36 phút
