id,reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods
388,Brand inferred from 'Xe VinFast'; car_model inferred from 'VF8 Plus AWD'; imputed_year inferred from '2023'; mileage = null; imputed_condition = null; battery_status = null; is_accident_free = null; has_aftermarket_mods = false,VinFast,VF8 Plus AWD,2023,,,,,False
389,Brand inferred from 'Xe VinFast'; car_model inferred from 'VF8 Plus AWD'; imputed_year inferred from '2023'; mileage = null; imputed_condition = null; battery_status = null; is_accident_free = null; has_aftermarket_mods = false,VinFast,VF8 Plus AWD,2023,,,,,False
360,"Year inferred from 'Limo Green AT 2025' in the Name. Not explicitly mentioned mileage or condition in the text (Not explicitly mentioned, returning null). Evidence: Name contains 2025; no explicit ODO or 'Mới' phrase.",VinFast,Limo,2025,,,,,False
361,"Odo: 9 KM is stated, and the text says showroom display with 'Sản xuất năm 2024' and 'chưa sử dụng', indicating a new car. Therefore imputed_condition is 'Mới 100%' and imputed_mileage_km is 0. Evidence: 'Odo: 9 KM' and 'chưa sử dụng'.",VinFast,VF8 Eco AWD,2024,0.0,Mới 100%,,,False
362,Name indicates 'VF6 Eco 2026'. No odometer data or explicit condition given. Therefore mileage and condition remain null.,VinFast,VF6 Eco,2026,,,,,False
363,"Odo: 15.300km is stated, indicating used. Therefore imputed_mileage_km = 15300 and imputed_condition = 'Đã qua sử dụng'. Evidence: 'odo 15.300km'.",VinFast,VF8 S,2024,15300.0,Đã qua sử dụng,,True,False
364,Name includes 'VF5 Plus 2025'. No odometer or explicit condition stated. Therefore mileage and condition are null.,VinFast,VF5 Plus,2025,,,,,False
365,Name includes 'VF3 Plus 2025'. No odometer or explicit condition stated. Therefore mileage and condition are null.,VinFast,VF3 Plus,2025,,,,,False
366,"Odo: 49.000 km is stated. Year is 2023 from 'VF8 Plus AWD 2023'. Notation 'Không đâm đụng, không ngập nước' supports accident-free. Therefore imputed_mileage_km = 49000, imputed_condition = 'Đã qua sử dụng', is_accident_free = true.",VinFast,VF8 Plus AWD,2023,49000.0,Đã qua sử dụng,,True,False
367,"Text includes 'Vf8 eco mua pin 2023' (battery status) and 'Không đâm đụng, không thuỷ kích' (accident-free). Odo: 54.000km indicates used. Therefore imputed_mileage_km = 54000, imputed_condition = 'Đã qua sử dụng', battery_status = 'Mua pin', is_accident_free = true.",VinFast,VF8 Eco AWD,2023,54000.0,Đã qua sử dụng,Mua pin,True,False
368,"Name shows 'VF5 Plus 2026'. No mileage or explicit condition data. Therefore mileage = null, condition = null.",VinFast,VF5 Plus,2026,,,,,False
369,"Odo: 2v km suggests about 2,000 km. Text 'Sản xuất 2024' and 'đăng ký lần đầu 30/12/2024' imply usage. Therefore imputed_mileage_km = 2000 and imputed_condition = 'Đã qua sử dụng'.",VinFast,VF5 Plus,2024,2000.0,Đã qua sử dụng,,,False
370,"Odo: 40.000km and 'Năm sx 2025' with 'Pin mua' indicates used with battery purchased. Therefore imputed_mileage_km = 40000, imputed_year = 2025, imputed_condition = 'Đã qua sử dụng', battery_status = 'Mua pin'.",VinFast,VF5 Plus,2025,40000.0,Đã qua sử dụng,Mua pin,,False
371,"Odo: 33.000km and 'sx: 2024' with 'Mua Pin' mentioned. Therefore imputed_mileage_km = 33000, imputed_year = 2024, imputed_condition = 'Đã qua sử dụng', battery_status = 'Mua pin'.",VinFast,VF6 Plus,2024,33000.0,Đã qua sử dụng,Mua pin,,False
372,"Text includes 'Pin mua'. Odo: 25.000km and '2024' in listing. Therefore imputed_mileage_km = 25000, imputed_year = 2024, imputed_condition = 'Đã qua sử dụng', battery_status = 'Mua pin'.",VinFast,VF6 Plus,2024,25000.0,Đã qua sử dụng,Mua pin,,False
373,"TXT indicates 'VF9 Plus 6S SDI 2023', mileage stated as 'mới đi có 3 vạn km' (30,000 km). It also says 'Xe thuê Pin' and 'Dán fim thảm sàn cao cấp', i.e., aftermarket mods. Therefore imputed_mileage_km = 30000, imputed_year = 2023, imputed_condition = 'Đã qua sử dụng', battery_status = 'Thuê pin', is_accident_free = null, has_aftermarket_mods = true.",VinFast,VF9 Plus 6S SDI,2023,30000.0,Đã qua sử dụng,Thuê pin,,True
374,"Name contains 'VF6 Eco 2025'. No additional data on mileage or condition provided. Therefore mileage = null, condition = null.",VinFast,VF6 Eco,2025,,,,,False
390,imputed_year: deduced from the name fragment 'Xe VinFast VF5 Plus 2026' -> 2026. imputed_mileage_km: not explicitly stated in the text; the line says 'khoảng hơn 300 km sau 1 lần sạc đầy' but no exact figure. imputed_condition: not explicitly stated (no 'Mới 100%' or 'Đã qua sử dụng'). battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,VinFast,VF5 Plus,2026,,,,,False
391,imputed_year: deduced from the name 'BESTUNE XIAOMA 2026' -> 2026. imputed_mileage_km: not explicitly stated. imputed_condition: not explicitly stated. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,Bestune,Xiaoma,2026,,,,,False
392,imputed_year: deduced from the name 'Xe VinFast VF3 Plus 2025' -> 2025. imputed_mileage_km: not explicitly stated in text. imputed_condition: not explicitly stated ('Xe mới về' is not an exact 'Mới 100%' or 'Đã qua sử dụng'). battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,VinFast,VF3 Plus,2025,,,,,False
393,"imputed_year: deduced from the name 'Xe VinFast VF e34 AT 2022' -> 2022. imputed_mileage_km: '60.000Km' explicitly stated. imputed_condition: 'Đã qua sử dụng' inferred from 'từ mới' plus mileage; however the explicit condition is not stated as 'Đã qua sử dụng', so set null for condition due to exact phrasing not found. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.",VinFast,VF e34 AT,2022,60000.0,,,,False
394,imputed_year: deduced from the name 'Xe VinFast VF6 Eco 2025' -> 2025. imputed_mileage_km: not explicitly stated. imputed_condition: not explicitly stated. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,VinFast,VF6 Eco,2025,,,,,False
395,imputed_year: deduced from the name 'Xe VinFast Limo Green AT 2025' -> 2025. imputed_mileage_km: not explicitly stated. imputed_condition: not explicitly stated. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,VinFast,Limo Green AT,2025,,,,,False
396,imputed_year: deduced from 'VF9 Plus 6S 2025' -> 2025. imputed_mileage_km: not explicit. imputed_condition: not explicit. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,VinFast,VF9 Plus 6S,2025,,,,,False
397,mileage: 'VF3 Xám lướt 6000km' -> 6000. imputed_condition: 'Đã qua sử dụng' (text implies used). battery_status: 'thuê pin' explicitly stated. aftermarket mods: 'Đã lên hown 40 Phụ kiện... + độ chống ồn' indicates aftermarket mods.,VinFast,VF3,2024,6000.0,Đã qua sử dụng,Thuê pin,,True
398,imputed_year: deduced from 'Audi Q6 E-tron 2025' -> 2025. imputed_mileage_km: not explicit. imputed_condition: not explicit. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,Audi,Q6 E-tron,2025,,,,,False
399,imputed_year: deduced from the name 'Xe VinFast VF5 Plus 2025' -> 2025. imputed_mileage_km: not explicitly stated. imputed_condition: not explicitly stated. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,VinFast,VF5 Plus,2025,,,,,False
400,mileage: 'Vinfast Vf3 Vàng Labubu bản thuê pin xe đi 3000km' -> 3000. imputed_year: from name 'VF3 Plus 2024' -> 2024. battery_status: 'thuê pin' explicit. imputed_mileage_km: 3000. imputed_condition: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,VinFast,VF3 Plus,2024,3000.0,,Thuê pin,,False
401,imputed_year: from name 'BYD Seal Performance 2024' -> 2024. imputed_mileage_km: not explicit. imputed_condition: not explicit. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,BYD,Seal Performance,2024,,,,,False
402,imputed_year: from 'VF3 tc1 sản xuất 2025' -> 2025. imputed_mileage_km: 'odo 7000km' -> 7000. imputed_condition: not explicit. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,VinFast,VF3 Plus,2025,7000.0,,,,False
403,imputed_year: from 'VF3 Plus 2026' -> 2026. imputed_mileage_km: not explicit. imputed_condition: not explicit. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,VinFast,VF3 Plus,2026,,,,,False
404,imputed_year: from 'Xe VinFast VF5 Plus 2025' -> 2025. imputed_mileage_km: not explicit. imputed_condition: not explicit. battery_status: not explicit. is_accident_free: not explicit. has_aftermarket_mods: not explicit.,VinFast,VF5 Plus,2025,,,,,False
405,"Brand inferred from the phrase 'Xe VinFast'; car_model inferred from 'VF8 Plus AWD'; imputed_year inferred from 'VF8 Plus AWD 2023'; imputed_mileage_km inferred from 'Odo: 54.000 km'; Other fields not explicitly mentioned, so null.",VinFast,VF8 Plus AWD,2023,54000.0,,,,False
406,"Brand inferred from the phrase 'Xe VinFast'; car_model inferred from 'VF5 S'; imputed_year inferred from '2024'; ODO not provided in text, so mileage null; Other fields not explicitly mentioned, so null.",VinFast,VF5 S,2024,,,,,False
407,"Brand inferred from 'Xe VinFast'; car_model inferred from 'Limo Green AT'; imputed_year inferred from '2025'; ODO not provided; Other fields not explicitly mentioned, so null.",VinFast,Limo Green AT,2025,,,,,False
408,"Brand inferred from 'VinFast'; car_model inferred from 'VF e34 AT'; imputed_year inferred from '2022'; mileage not explicitly stated (text mentions condition and history but not exact ODO), so mileage null.",VinFast,VF e34 AT,2022,,,,,False
409,"Brand inferred from 'VinFast'; car_model inferred from 'VF3 Plus'; imputed_year inferred from '2025'; ODO not provided in text, so mileage null.",VinFast,VF3 Plus,2025,,,,,False
410,"Brand inferred from 'VinFast'; car_model inferred from 'Limo Green AT'; imputed_year inferred from '2025'; ODO not provided; Other fields not explicitly mentioned, so null.",VinFast,Limo Green AT,2025,,,,,False
411,"Brand inferred from 'VinFast'; car_model inferred from 'VF5 Plus'; imputed_year inferred from '2025'; ODO not provided; Other fields not explicitly mentioned, so null.",VinFast,VF5 Plus,2025,,,,,False
412,"Brand inferred from 'VinFast'; car_model inferred from 'VF5 Plus'; imputed_year inferred from '2026'; ODO not provided; Other fields not explicitly mentioned, so null.",VinFast,VF5 Plus,2026,,,,,False
413,"Brand inferred from 'VinFast'; car_model inferred from 'VF8 Plus AWD'; imputed_year inferred from '2023'; mileage explicitly stated as '33.000km', so 33000; Other fields not explicitly mentioned, so null.",VinFast,VF8 Plus AWD,2023,33000.0,,,,False
414,"Brand inferred from 'VinFast'; car_model inferred from 'VF6 Plus'; imputed_year inferred from '2026'; ODO not provided; Other fields not explicitly mentioned, so null.",VinFast,VF6 Plus,2026,,,,,False
415,"Brand inferred from 'VinFast'; car_model inferred from 'VF8 Eco AWD'; imputed_year inferred from '2023'; mileage stated as '5.5 vạn' which corresponds to 55000, so 55000; Other fields not explicitly mentioned, so null.",VinFast,VF8 Eco AWD,2023,55000.0,,,,False
416,"Brand inferred from 'VinFast'; car_model inferred from 'VF3 Plus'; imputed_year inferred from '2025'; ODO not provided; Other fields not explicitly mentioned, so null.",VinFast,VF3 Plus,2025,,,,,False
417,"Brand inferred from 'VinFast'; car_model inferred from 'VF8 Plus AWD'; imputed_year inferred from '2023'; mileage explicitly stated as 'chạy hơn 4v km' but not a precise figure, so mileage null; Other fields not explicitly mentioned, so null.",VinFast,VF8 Plus AWD,2023,,,,,False
418,"Brand inferred from 'VinFast'; car_model inferred from 'VF8 Plus AWD'; imputed_year inferred from '2025'; ODO not provided; Other fields not explicitly mentioned, so null.",VinFast,VF8 Plus AWD,2025,,,,,False
419,"Brand inferred from 'VinFast'; car_model inferred from 'VF8 Plus AWD'; imputed_year inferred from '2023'; ODO explicitly stated as 'Odo: 33.000km' giving 33000; Other fields not explicitly mentioned, so null.",VinFast,VF8 Plus AWD,2023,33000.0,,,,False
420,"brand inferred from 'VinFast'; car_model inferred from 'VF5 Plus'; imputed_year inferred from '2026'; imputed_mileage_km: Not explicitly mentioned, returning null; imputed_condition: Not explicitly mentioned, returning null; battery_status: Not explicitly mentioned, returning null; is_accident_free: Not explicitly mentioned, returning null; has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF5 Plus,2026,,,,,False
421,"brand inferred from 'VinFast'; car_model inferred from 'VF6 Plus'; imputed_year inferred from '2025'; imputed_mileage_km inferred from 'Odo: 50.000 km' => 50000; imputed_condition: Not explicitly mentioned, returning null; battery_status: Not explicitly mentioned, returning null; is_accident_free: 'Xe không đâm đụng, ngập nước' => true; has_aftermarket_mods: 'Xe đã dán phim xịn, thảm sàn' => true.",VinFast,VF6 Plus,2025,50000.0,,,True,True
422,"brand inferred from 'VinFast'; car_model inferred from 'VF8 Eco AWD'; imputed_year inferred from '2023'; imputed_mileage_km: Not explicitly mentioned in text (ODO not provided) => null; imputed_condition: Not explicitly mentioned, returning null; battery_status: Not explicitly mentioned, returning null; is_accident_free: Not explicitly mentioned, returning null; has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF8 Eco AWD,2023,,,,,False
423,brand inferred from 'VinFast'; car_model inferred from 'VF6 Plus'; imputed_year inferred from '2026'; imputed_mileage_km: Not explicitly mentioned => null; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: Not explicitly mentioned => null.,VinFast,VF6 Plus,2026,,,,,False
424,brand inferred from 'VinFast'; car_model inferred from 'VF e34 AT'; imputed_year inferred from '2023'; imputed_mileage_km: Not explicitly mentioned => null; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: Not explicitly mentioned => null.,VinFast,VF e34 AT,2023,,,,,False
425,brand inferred from 'Mercedes-Benz'; car_model inferred from 'EQS 680 Maybach SUV'; imputed_year inferred from '2025'; imputed_mileage_km: Not explicitly mentioned => null; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: Not explicitly mentioned => null.,Mercedes-Benz,EQS 680 Maybach SUV,2025,,,,,False
426,brand inferred from 'VinFast'; car_model inferred from 'VF6 Plus Bản Limited - 2025'; imputed_year inferred from '2025'; imputed_mileage_km: Not explicitly mentioned => null; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: Not explicitly mentioned => null.,VinFast,VF6 Plus,2025,,,,,False
427,brand inferred from 'VinFast'; car_model inferred from 'VF3 Plus'; imputed_year inferred from '2025'; imputed_mileage_km: 'ODO 9000km' => 9000; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: 'đã trang bị gần 50 t Phụ kiện' => true.,VinFast,VF3 Plus,2025,9000.0,,,,True
428,brand inferred from 'VinFast'; car_model inferred from 'VF7 Eco'; imputed_year inferred from '2025'; imputed_mileage_km: Not explicitly mentioned => null; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: Not explicitly mentioned => null.,VinFast,VF7 Eco,2025,,,,,False
429,brand inferred from 'VinFast'; car_model inferred from 'VF5 Plus'; imputed_year inferred from '2026'; imputed_mileage_km: Not explicitly mentioned => null; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: Not explicitly mentioned => null.,VinFast,VF5 Plus,2026,,,,,False
430,brand inferred from 'VinFast'; car_model inferred from 'VF3 Plus'; imputed_year inferred from '2025'; imputed_mileage_km: Not explicitly mentioned => null; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: Not explicitly mentioned => null.,VinFast,VF3 Plus,2025,,,,,False
431,"brand inferred from 'VinFast'; car_model inferred from 'VF8 Eco AWD'; imputed_year inferred from '2023'; imputed_mileage_km: 'chạy 5,6 vạn' => 56000; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: 'Zin auto' implies no aftermarket mods => false.",VinFast,VF8 Eco AWD,2023,56000.0,,,,False
432,brand inferred from 'VinFast'; car_model inferred from 'VF6 Plus'; imputed_year inferred from '2025'; imputed_mileage_km: 'Đi 9000 km' => 9000; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: Not explicitly mentioned => null.,VinFast,VF6 Plus,2025,9000.0,,,,False
433,brand inferred from 'VinFast'; car_model inferred from 'VF5 Plus'; imputed_year inferred from '2025'; imputed_mileage_km: Not explicitly mentioned => null; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: Not explicitly mentioned => null.,VinFast,VF5 Plus,2025,,,,,False
434,brand inferred from 'VinFast'; car_model inferred from 'VF8 Eco AWD'; imputed_year inferred from '2023'; imputed_mileage_km: 'Đi 25.000km' => 25000; imputed_condition: Not explicitly mentioned => null; battery_status: Not explicitly mentioned => null; is_accident_free: Not explicitly mentioned => null; has_aftermarket_mods: Not explicitly mentioned => null.,VinFast,VF8 Eco AWD,2023,25000.0,,,,False
435,"Brand inferred from the text 'Xe VinFast'. Model inferred from the Name 'VF3 Plus 2025' and year from '2025'. The descriptor 'odo dưới 50km' mentions mileage but does not provide an explicit numeric value, so imputed_mileage_km=null. The text says 'xe mới 99.9%', which is not an exact match to the allowed 'Imputed Condition' enums, so imputed_condition=null. No battery status, accident info, or explicit aftermarket mods beyond 'thêm tấm chắn gầm bảo vệ pin' which is an aftermarket modification: thus has_aftermarket_mods=true.",VinFast,VF3 Plus,2025,,,,,True
436,Brand from 'VinFast'. Model from Name 'VF5 Plus'. Year 2024 extracted from the Name. No explicit mileage or modifications mentioned.,VinFast,VF5 Plus,2024,,,,,False
437,Brand from 'VinFast'. Model from Name 'VF6 Plus'. Year 2026 from 'VF6 Plus 2026'. No mileage or mods stated.,VinFast,VF6 Plus,2026,,,,,False
438,Brand from 'VinFast'. Model from Name 'VF5 Plus'. Year 2024. No explicit mileage or aftermarket modifications mentioned.,VinFast,VF5 Plus,2024,,,,,False
439,Brand from 'VinFast'. Model from 'VF e34 AT'. Year 2023 extracted from 'SX 2023'. Mileage and other fields not explicitly stated.,VinFast,VF e34 AT,2023,,,,,False
440,Brand from 'VinFast'. Model 'VF6 Eco'. Year 2025 indicated in the listing. No explicit mileage or aftermarket mods.,VinFast,VF6 Eco,2025,,,,,False
441,Brand from 'VinFast'. Model 'VF6 Plus'. Year 2026 indicated. No mileage or mods provided.,VinFast,VF6 Plus,2026,,,,,False
442,Brand from 'VinFast'. Model 'VF6 Eco'. Year 2025 indicated. No mileage or mods specified.,VinFast,VF6 Eco,2025,,,,,False
443,Brand from 'VinFast'. Model 'VF8 Plus AWD'. Year 2024 inferred from the listing. No mileage or mods stated.,VinFast,VF8 Plus AWD,2024,,,,,False
444,Brand from 'VinFast'. Model 'VF8 Eco'. Year 2025 inferred from the listing. No mileage or mods stated.,VinFast,VF8 Eco,2025,,,,,False
445,"Brand from 'VinFast'. Model 'VF8 Plus AWD'. Year 2023 from the listing. Odo: 46.000km explicitly provided, so imputed_mileage_km=46000. No battery status or aftermarket mods mentioned.",VinFast,VF8 Plus AWD,2023,46000.0,,,,False
446,"Chào bán 'VF3 Plus 2025'. ODO 5000 Km explicitly stated. Battery status 'Mua pin' explicitly mentioned. Phrases 'độ chống ồn gương nồi' and 'gần 50T Phụ kiện' indicate aftermarket mods. Therefore imputed_mileage_km=5000, battery_status='Mua pin', has_aftermarket_mods=true, year=2025, model='VF3 Plus'.",VinFast,VF3 Plus,2025,5000.0,,Mua pin,,True
447,Brand from 'VinFast'. Model 'VF5 Plus'. Year 2026. No mileage or mods explicitly stated.,VinFast,VF5 Plus,2026,,,,,False
448,"Chào bán: VF3 màu Trắng mua pin sx 2025. ODO 5000 Km explicitly listed. Phrases 'gần 50T Phụ kiện' and 'độ chống ồn gương nồi' indicate aftermarket mods. Therefore imputed_mileage_km=5000, battery_status='Mua pin', has_aftermarket_mods=true, year=2025, model='VF3 Plus'.",VinFast,VF3 Plus,2025,5000.0,,Mua pin,,True
449,"Brand from 'VinFast'. Model 'VF3 Plus'. Year 2025. No explicit mileage, battery status, or aftermarket mods described.",VinFast,VF3 Plus,2025,,,,,False
450,Year inferred from the Name 'Xe VinFast VF3 Plus 2024' -> imputed_year = 2024. Mileage: Not explicitly mentioned in the Desc -> imputed_mileage_km = null. Condition: Not explicitly mentioned -> imputed_condition = null. Battery status: Not mentioned -> battery_status = null. Accident status: Not mentioned -> is_accident_free = null. Aftermarket mods: Not mentioned -> has_aftermarket_mods = null.,VinFast,VF3 Plus,2024,,,,,False
451,Year inferred from the Name 'Xe VinFast VF3 Plus 2024' -> imputed_year = 2024. Mileage: Explicit '2000km' -> imputed_mileage_km = 2000. Condition: Implicitly used by mileage; set to 'Đã qua sử dụng'. Battery status: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Description includes 'hơn 50 Phụ kiện' and 'đã gia cố càng A' -> has_aftermarket_mods = true.,VinFast,VF3 Plus,2024,2000.0,Đã qua sử dụng,,,True
452,Year inferred from the Name 'VF6 Eco 2025' -> imputed_year = 2025. Mileage: Not explicitly mentioned -> imputed_mileage_km = null. Condition: Not mentioned -> imputed_condition = null. Battery status: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF6 Eco,2025,,,,,False
453,Year inferred from the Name 'VF9 Plus 7S 2025' -> imputed_year = 2025. Mileage: Not explicitly mentioned -> imputed_mileage_km = null. Condition: Not mentioned -> imputed_condition = null. Battery status: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF9 Plus 7S,2025,,,,,False
454,Year inferred from the Name 'VF8 Plus AWD 2023' -> imputed_year = 2023. Mileage: Explicit 'Odo: 37.000km' -> imputed_mileage_km = 37000. Condition: Not explicitly mentioned -> imputed_condition = null. Battery status: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF8 Plus AWD,2023,37000.0,,,,False
455,"Year inferred from the text 'Sản xuất: 2023' -> imputed_year = 2023. Mileage: 'Số km lăn bánh: 3v km' is not a clean numeric value -> imputed_mileage_km = null. Condition: Not explicitly mentioned -> imputed_condition = null. Battery status: Not mentioned -> null. Accident: Explicit claim 'không đâm va, không thủy kích' -> is_accident_free = true. Aftermarket mods: Not mentioned -> null.",Mercedes-Benz,EQS 580 4Matic,2023,,,,True,False
456,Odo: 40.000 km explicitly stated -> imputed_mileage_km = 40000. Year from Name 'VF8 Eco AWD 2023' -> imputed_year = 2023. Condition: Not explicitly stated -> imputed_condition = null. Battery: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF8 Eco AWD,2023,40000.0,,,,False
457,Odo: 'odo 5v km' is present but not numeric -> mileage not clearly numeric -> imputed_mileage_km = null. Year from Name 'VF8 Eco 2023' -> imputed_year = 2023. Condition: Not explicit -> imputed_condition = 'Đã qua sử dụng' can be inferred from mileage mention; Battery: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF8 Eco 2023,2023,,Đã qua sử dụng,,,False
458,Year from Name 'VF5 Plus 2025' -> imputed_year = 2025. Mileage: Not explicitly mentioned -> imputed_mileage_km = null. Condition: Not mentioned -> imputed_condition = null. Battery: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF5 Plus,2025,,,,,False
459,Year from Name 'VF3 Plus 2024' -> imputed_year = 2024. Mileage: 'lướt 9000km' -> imputed_mileage_km = 9000. Condition: 'lướt' implies used -> imputed_condition = 'Đã qua sử dụng'. Battery: 'thuê pin' -> battery_status = 'Thuê pin'. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF3 Plus,2024,9000.0,Đã qua sử dụng,Thuê pin,,False
460,Year from Name 'VF8 S 2024' -> imputed_year = 2024. Mileage: Not explicit -> imputed_mileage_km = null. Condition: Explicit 'mới 100%' -> imputed_condition = 'Mới 100%'. Battery: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF8 S,2024,,Mới 100%,,,False
461,Year from Name 'VF7 Eco 2026' -> imputed_year = 2026. Mileage: Not mentioned -> imputed_mileage_km = null. Condition: Not mentioned -> null. Battery: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF7 Eco,2026,,,,,False
462,Year from Name 'VF5 Plus 2026' -> imputed_year = 2026. Mileage: Not mentioned -> imputed_mileage_km = null. Condition: Not mentioned -> null. Battery: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF5 Plus,2026,,,,,False
463,Year from Name 'Limo Green AT 2025' -> imputed_year = 2025. Text states 'NEW 100%' -> imputed_condition = 'Mới 100%'. NEW CAR LOGIC applies: mileage = 0. -> imputed_mileage_km = 0. Mileage explicitly not elsewhere. Battery: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,Limo Green AT,2025,0.0,Mới 100%,,,False
464,Year from Name 'VF3 Plus 2025' -> imputed_year = 2025. Mileage: 'xe đi 2000km' -> imputed_mileage_km = 2000. Condition: Implicit usage due to mileage -> imputed_condition = 'Đã qua sử dụng'. Battery: Not mentioned -> null. Accident: Not mentioned -> null. Aftermarket mods: Not mentioned -> null.,VinFast,VF3 Plus,2025,2000.0,Đã qua sử dụng,,,False
465,"Phrase used: 'ID: 465 | Name: Xe Wuling Bingo 333 2026' indicates brand Wuling and model Bingo 333; year 2026. Not explicitly mentioned mileage, condition, battery status, accident status, or aftermarket mods.",Wuling,Bingo 333,2026,,,,,False
466,"Phrase used: 'ID: 466 | Name: Xe VinFast VF5 Plus 2025' indicates brand VinFast, model VF5 Plus, year 2025. No explicit mileage, condition, battery status, accident status, or aftermarket mods.",VinFast,VF5 Plus,2025,,,,,False
467,"Phrase used: 'Vinfast VF3 sản xuất 2025, chạy 5km.' indicates year 2025 and mileage 5 km.",VinFast,VF3 Plus,2025,5.0,,,,False
468,Phrase used: 'Cam kết zin toàn bộ không va chạm thủy kích' indicates accident-free.,VinFast,VF3 Plus,2025,,,,True,False
469,Phrase used: 'Odo 2000km' indicates mileage 2000 km.,VinFast,VF6 Plus,2025,2000.0,,,,False
470,"Phrase used: 'Dung lượng pin 82.56kwh, sạc nhanh' indicates battery specs but no mileage; year 2025.",BYD,Seal Performance,2025,,,,,False
471,Phrase used: '• Xe không đâm đụng' indicates accident-free.,VinFast,VF8 Eco AWD,2023,,,,True,False
472,Phrase used: 'Xe VinFast Limo Green AT 2025' indicates year 2025; no mileage mentioned.,VinFast,Limo Green AT,2025,,,,,False
473,Phrase used: 'VinFast VF3 Plus 2025' indicates year 2025.,VinFast,VF3 Plus,2025,,,,,False
474,Phrase used: 'VinFast VF8 Plus AWD 2025' indicates year 2025.,VinFast,VF8 Plus AWD,2025,,,,,False
475,Phrase used: 'Odo 6.200 Miles' indicates mileage in miles; conversion to kilometers approx 9978 km.,Porsche,Taycan Base,2023,9978.0,,,,False
476,Phrase used: 'odo 3vkm' is ambiguous; mileage not set. Year 2024.,VinFast,VF6 Plus,2024,,,,,False
